,pNCI,sNCI,codedUsefulness
5832,24758787,24758798,118.73626300902036
5833,24758787,24758799,3.165338939461583
5834,24758787,24758800,1.4821674371968345
5835,24758787,24758801,11.758864127196608
5844,24758787,24759813,285.9435996163706
5845,24758787,24759816,30.35940282409503
5846,24758787,24759819,19.606699467787735
5864,24758787,24758535,104.96051296612345
5867,24758787,24758802,3.530167896496921
5929,24758788,24757761,2.8299547034519392
5946,24758788,24758791,0.5511069514501435
5947,24758788,24758792,2.443162044064841
5948,24758788,24758793,1.7670137515607967
5949,24758788,24758794,0.8663153086596693
5950,24758788,24758795,0.544079712958901
5951,24758788,24758796,6.983274288814573
5952,24758788,24758797,1.049998512129704
5953,24758788,24758798,81.45288606373424
5954,24758788,24758799,0.7055125922741083
5956,24758788,24758801,196.15685090609787
5970,24758788,24760071,74.8687331515347
5974,24758788,24760075,472.3897705388407
5981,24758788,24757762,44.80202084359256
5987,24758788,24758538,472.3897705388407
6002,24758788,24758786,2.0662319643783227
6003,24758788,24758787,4.598988063665146
6004,24758788,24759810,472.3897705388407
6050,24758789,24757761,19.248786529412143
6063,24758789,24758536,34.049245290220554
6067,24758789,24758791,2.0103189476505925
6068,24758789,24758792,0.7675802531672558
6069,24758789,24758793,1.8689074631507179
6070,24758789,24758794,39.14569979964137
6071,24758789,24758795,0.7950343100866959
6072,24758789,24758796,12.441517630743625
6073,24758789,24758797,2.790998560614969
6074,24758789,24758798,1.4556827050280365
6075,24758789,24758799,1.2149753506306211
6076,24758789,24758800,2.470159708625266
6077,24758789,24758801,1.7399116547859588
6082,24758789,24759307,256.82393775938266
6088,24758789,24759819,3.43944113363011
6090,24758789,24759822,447.1564473686205
6102,24758789,24757762,3.0270090111580976
6109,24758789,24758802,14.447782962326894
6121,24758789,24758276,447.1564473686205
6122,24758789,24758532,147.50661741403187
6123,24758789,24758786,1.2974132656025552
6124,24758789,24758787,3.074867417512573
6125,24758789,24759810,8.437050859247723
6126,24758789,24760321,447.1564473686205
6127,24758789,24762625,8.164140730523936
6131,24758789,24759811,77.10197263296892
6132,24758789,24759820,61.2511857035503
6171,24758790,24757761,30.258525473887147
6184,24758790,24758536,63.75352915629444
6188,24758790,24758791,3.132346950060874
6189,24758790,24758792,2.648941240925651
6190,24758790,24758793,1.1611295348549022
6191,24758790,24758794,1.6133411909278241
6192,24758790,24758795,0.9763669159818675
6193,24758790,24758796,0.35682142570102243
6194,24758790,24758797,7.652523186078577
6195,24758790,24758798,206.0449186781383
6196,24758790,24758799,2.3427709160509176
6197,24758790,24758800,3.2630663668661115
6198,24758790,24758801,34.509008974676824
6203,24758790,24759307,63.75352915629444
6209,24758790,24759819,10.561724221406305
6212,24758790,24760071,163.68576764317405
6220,24758790,24760327,496.2024594373315
6223,24758790,24757762,0.663617005679363
6228,24758790,24758537,284.99347445064734
6230,24758790,24758802,7.13020582408438
6236,24758790,24757764,284.99347445064734
6244,24758790,24758786,2.468210576266851
6245,24758790,24758787,0.40161766728914683
6246,24758790,24759810,28.223892669993155
6247,24758790,24760321,284.99347445064734
6250,24758790,24758529,163.68576764317405
6292,24758791,24757761,1.207919673050374
6293,24758791,24757766,0.8647966880350723
6294,24758791,24757767,20.857977053432098
6295,24758791,24757768,27.74557651764767
6299,24758791,24758279,229.1375060409101
6303,24758791,24758533,7.094202838623414
6304,24758791,24758534,45.71378392214391
6305,24758791,24758536,229.1375060409101
6306,24758791,24758788,1.1963776382020503
6307,24758791,24758789,1.1811507468917941
6308,24758791,24758790,3.800570180157722
6312,24758791,24758794,1.2404477975581363
6313,24758791,24758795,1.2843935184643018
6314,24758791,24758796,6.261842996348043
6315,24758791,24758797,3.3803408782468902
6316,24758791,24758798,24.934473119516273
6317,24758791,24758799,1.6450936582360187
6319,24758791,24758801,398.95156991225167
6329,24758791,24759816,51.25845319910181
6333,24758791,24760071,54.64811441100394
6335,24758791,24760073,84.10885995036412
6336,24758791,24760074,398.95156991225167
6340,24758791,24760324,398.95156991225167
6344,24758791,24757762,36.31584734616589
6357,24758791,24757764,229.1375060409101
6362,24758791,24758273,110.08906289891023
6364,24758791,24758532,131.60493812862322
6365,24758791,24758786,1.019719630129713
6366,24758791,24758787,4.861414094587202
6367,24758791,24759810,398.95156991225167
6371,24758791,24758529,398.95156991225167
6413,24758792,24757761,3.3381305052371917
6414,24758792,24757766,10.345503295861981
6415,24758792,24757767,1.6960325580912574
6416,24758792,24757768,192.58435838028694
6425,24758792,24758534,43.98606726427882
6426,24758792,24758536,21.682619541457214
6427,24758792,24758788,7.279474192603891
6428,24758792,24758789,0.8289630662546889
6429,24758792,24758790,4.117040728818799
6433,24758792,24758794,463.78640585028677
6434,24758792,24758795,3.120212184897537
6435,24758792,24758796,56.15851125249701
6436,24758792,24758797,13.92662960538025
6437,24758792,24758798,2.1661618026917258
6438,24758792,24758799,4.305805765552157
6439,24758792,24758800,27.614353567357384
6440,24758792,24758801,3.7531873333777153
6443,24758792,24759304,463.78640585028677
6449,24758792,24759813,14.509990929750892
6450,24758792,24759816,1.9928146545347956
6461,24758792,24760324,127.97997214683257
6465,24758792,24757762,7.656118576529729
6467,24758792,24758280,97.77764720946598
6472,24758792,24758802,192.58435838028694
6476,24758792,24758281,266.37534073525677
6481,24758792,24759823,463.78640585028677
6484,24758792,24758276,56.15851125249701
6485,24758792,24758532,20.613946793655767
6486,24758792,24758786,0.7166678045070414
6487,24758792,24758787,4.6405381640874275
6488,24758792,24759810,1.885692393774501
6489,24758792,24760321,110.61066783479754
6490,24758792,24762625,2.5901503533511168
6492,24758792,24758529,192.58435838028694
6494,24758792,24759811,192.58435838028694
6518,24758792,24759814,97.77764720946598
6519,24758792,24759817,127.97997214683257
6534,24758793,24757761,5.297385218015909
6535,24758793,24757766,2.378654157757054
6536,24758793,24757767,1.635395119393592
6537,24758793,24757768,0.683097267014234
6541,24758793,24758279,269.707287977853
6545,24758793,24758533,0.618921649068253
6546,24758793,24758534,4.639943076929823
6547,24758793,24758536,3.6860537461450775
6548,24758793,24758788,8.57368777345821
6549,24758793,24758789,3.3242487153209543
6550,24758793,24758790,1.4034759390217617
6554,24758793,24758794,2.472665588868006
6555,24758793,24758795,10.696801181736337
6556,24758793,24758796,0.8307939169355814
6557,24758793,24758797,269.707287977853
6558,24758793,24758798,469.5876629482489
6559,24758793,24758799,1.9092795154450937
6560,24758793,24758800,6.165533532222689
6561,24758793,24758801,34.6527735216249
6570,24758793,24759813,154.90615901543566
6571,24758793,24759816,13.82501453760445
6574,24758793,24759822,469.5876629482489
6575,24758793,24760071,64.32379834082913
6577,24758793,24760073,21.579351650850626
6578,24758793,24760074,469.5876629482489
6579,24758793,24760075,269.707287977853
6586,24758793,24757762,1.237384949894506
6590,24758793,24758535,31.753988286567516
6593,24758793,24758802,24.070748386577318
6599,24758793,24757764,2.894501824023442
6604,24758793,24758273,154.90615901543566
6605,24758793,24758276,154.90615901543566
6607,24758793,24758786,3.922478120886468
6608,24758793,24758787,1.3910471592010694
6609,24758793,24759810,9.995225334953219
6611,24758793,24762625,469.5876629482489
6613,24758793,24758529,11.890730139204472
6655,24758794,24757761,0.40847383206647936
6656,24758794,24757766,0.4564867747175375
6657,24758794,24757767,7.836005959058672
6658,24758794,24757768,5.073290489162717
6659,24758794,24758022,272.63406861878497
6662,24758794,24758279,272.63406861878497
6666,24758794,24758533,1.9003986904836516
6667,24758794,24758534,20.118770954943418
6669,24758794,24758788,1.4604976151891913
6670,24758794,24758789,14.545492781218995
6671,24758794,24758790,1.8285630770870664
6672,24758794,24758791,0.43925326064303444
6673,24758794,24758792,5.728647693238097
6674,24758794,24758793,0.7731814773740826
6687,24758794,24759307,14.112894863095338
6691,24758794,24759813,474.68348401945934
6693,24758794,24759819,29.667717751217303
6694,24758794,24759821,272.63406861878497
6703,24758794,24760324,45.01955942206408
6707,24758794,24757762,3.624775721481081
6720,24758794,24757764,13.97503934862317
6725,24758794,24758273,32.09857281331975
6726,24758794,24758276,156.5871530692735
6728,24758794,24758786,4.288728584228912
6729,24758794,24758787,1.1404541814366311
6730,24758794,24759810,28.94629403796876
6747,24758794,24759297,272.63406861878497
6776,24758795,24757761,3.1575943054900097
6777,24758795,24757766,11.46006958936945
6778,24758795,24757767,4.1008409711187594
6779,24758795,24757768,274.5414673262018
6787,24758795,24758533,24.991018383006843
6788,24758795,24758534,75.75860115417875
6790,24758795,24758788,1.1869781389884946
6791,24758795,24758789,0.9243522213385256
6792,24758795,24758790,2.750479799198177
6793,24758795,24758791,0.628122901873951
6794,24758795,24758792,0.5661695114149747
6795,24758795,24758793,2.914214173154407
6808,24758795,24759307,34.2248013227622
6812,24758795,24759813,29.875278628609948
6813,24758795,24759816,6.020509835520475
6814,24758795,24759819,7.638741487924828
6815,24758795,24759821,478.00445805774643
6828,24758795,24757762,8.774503968231622
6841,24758795,24757764,478.00445805774643
6848,24758795,24758532,10.377361604070593
6849,24758795,24758786,1.0330662486607114
6850,24758795,24758787,2.175382630731652
6851,24758795,24759810,4.1618044582064035
6852,24758795,24760321,478.00445805774643
6853,24758795,24762625,19.370543013092007
6855,24758795,24758529,198.48831422564078
6857,24758795,24759811,23.156334041076075
6858,24758795,24759820,19.093323258857545
6869,24758795,24759300,478.00445805774643
6881,24758795,24759814,198.48831422564078
6882,24758795,24759817,31.458277799917433
6897,24758796,24757761,2.939472151437384
6898,24758796,24757766,2.222605605012346
6899,24758796,24757767,3.0051494086019495
6900,24758796,24757768,0.5736258790849984
6904,24758796,24758279,506.31060234871495
6908,24758796,24758533,0.6288284537513594
6909,24758796,24758534,2.2185954905433016
6911,24758796,24758788,7.30454258368319
6912,24758796,24758789,5.426235314326472
6913,24758796,24758790,1.40865794239033
6914,24758796,24758791,3.4327843895151835
6915,24758796,24758792,7.675218401849815
6916,24758796,24758793,0.6553683948823074
6929,24758796,24759307,290.79907801789005
6933,24758796,24759813,210.2422608004793
6934,24758796,24759816,65.05225263410179
6935,24758796,24759819,14.483778722435076
6936,24758796,24759821,139.71435119458397
6945,24758796,24760324,120.75246956615517
6949,24758796,24757762,0.9138472521181095
6953,24758796,24758535,10.919147321125676
6959,24758796,24758021,87.30176303126271
6962,24758796,24757764,1.2870331712930918
6967,24758796,24758273,290.79907801789005
6970,24758796,24758786,3.8593187167725573
6971,24758796,24758787,1.1872276528312296
6972,24758796,24759810,21.795201119294873
6974,24758796,24762625,506.31060234871495
6976,24758796,24758529,2.463958246852269
7018,24758797,24757761,8.358924809659571
7019,24758797,24757766,65.39207880833385
7020,24758797,24757767,82.31445992074363
7029,24758797,24758533,477.3865078711072
7030,24758797,24758534,274.1865481447635
7032,24758797,24758788,0.45483928272886504
7033,24758797,24758789,1.1802127835688403
7034,24758797,24758790,3.789833931509156
7035,24758797,24758791,0.5732094700343261
7036,24758797,24758792,0.572390818566142
7037,24758797,24758793,5.088196319011071
7050,24758797,24759307,157.47881840805002
7054,24758797,24759813,65.39207880833385
7055,24758797,24759816,24.958710725173006
7056,24758797,24759819,24.470511942258064
7070,24758797,24757762,47.27724235171379
7082,24758797,24762630,198.23171433671237
7090,24758797,24758532,10.095615284474446
7091,24758797,24758786,1.5340858726170021
7092,24758797,24758787,4.192140104775042
7093,24758797,24759810,6.887254699870221
7095,24758797,24762625,47.27724235171379
7097,24758797,24758529,100.64488514622727
7125,24758797,24759809,477.3865078711072
7139,24758798,24757761,12.085444396853228
7140,24758798,24757766,11.49840050272402
7141,24758798,24757767,1.4040776344555823
7151,24758798,24758534,38.03865431189395
7153,24758798,24758788,122.93705992504646
7154,24758798,24758789,1.6463994144890903
7155,24758798,24758790,13.267418714768507
7156,24758798,24758791,20.888808637723457
7157,24758798,24758792,0.5081400548505716
7158,24758798,24758793,18.97974928806666
7169,24758798,24759304,515.4705082659949
7171,24758798,24759307,9.462250705075958
7172,24758798,24759308,97.66339861579178
7175,24758798,24759813,1.7503139672129053
7176,24758798,24759816,0.7230163622422687
7177,24758798,24759819,0.8729111855043782
7178,24758798,24759821,9.949287547660232
7187,24758798,24760324,108.67393452750967
7191,24758798,24757762,28.078696694869734
7210,24758798,24758276,32.21690676662595
7211,24758798,24758532,5.9019403229384
7212,24758798,24758786,1.4246829400255607
7213,24758798,24758787,81.69656994652776
7214,24758798,24759810,1.3680984551926814
7215,24758798,24760321,108.67393452750967
7216,24758798,24762625,5.5092113272736905
7218,24758798,24758529,16.298769285940995
7220,24758798,24759811,14.608481064053294
7221,24758798,24759820,5.494112421430134
7237,24758798,24758277,122.93705992504646
7238,24758798,24759298,296.06006244732856
7244,24758798,24759814,31.433494955044413
7245,24758798,24759817,19.48421093763853
7246,24758798,24759809,214.04585353548953
7260,24758799,24757761,7.686660905374753
7261,24758799,24757766,13.097738387302371
7262,24758799,24757767,0.8319105102685087
7263,24758799,24757768,496.2478000922304
7271,24758799,24758533,206.06374609704977
7272,24758799,24758534,94.02137646177428
7274,24758799,24758788,1.8870431298790917
7275,24758799,24758789,0.7929816259651243
7276,24758799,24758790,1.4555545787270754
7277,24758799,24758791,1.7224158740083328
7278,24758799,24758792,0.3735589103196843
7279,24758799,24758793,1.042295273043199
7292,24758799,24759307,163.7007244813491
7296,24758799,24759813,63.75935465495455
7297,24758799,24759816,4.1451709488678254
7298,24758799,24759819,3.47309797962909
7299,24758799,24759821,496.2478000922304
7308,24758799,24760324,206.06374609704977
7312,24758799,24757762,0.6872626348921498
7331,24758799,24758276,285.019515818544
7332,24758799,24758532,285.019515818544
7333,24758799,24758786,1.6917011522737584
7334,24758799,24758787,0.7394082720696463
7335,24758799,24759810,1.9980072627823409
7336,24758799,24760321,285.019515818544
7337,24758799,24762625,3.308043042961523
7339,24758799,24758529,496.2478000922304
7367,24758799,24759809,496.2478000922304
7381,24758800,24757761,553.7454437251102
7382,24758800,24757766,12.352184628231628
7383,24758800,24757767,10.940650659930624
7384,24758800,24757768,1.4206001483249964
7392,24758800,24758533,24.217770671517634
7393,24758800,24758534,4.205738623698818
7396,24758800,24758789,1.2920593903193267
7397,24758800,24758790,1.882748608035203
7398,24758800,24758791,104.91514283548509
7399,24758800,24758792,0.7341228033483548
7400,24758800,24758793,0.5704780845798957
7411,24758800,24759304,553.7454437251102
7413,24758800,24759307,5.377879796243364
7414,24758800,24759308,39.647805528598845
7417,24758800,24759813,4.236159953906576
7418,24758800,24759816,7.484148199974882
7419,24758800,24759819,2.7285200541474848
7420,24758800,24759821,52.51789191691872
7429,24758800,24760324,67.05138257651701
7433,24758800,24757762,0.8875836164035594
7436,24758800,24758282,75.8516738508336
7446,24758800,24757764,229.9392773065965
7452,24758800,24758276,40.86311665337012
7453,24758800,24758532,95.48082399118572
7454,24758800,24758786,2.34637152566677
7455,24758800,24758787,2.2853033276089083
7456,24758800,24759810,7.802187618303094
7457,24758800,24760321,104.91514283548509
7458,24758800,24762625,9.184652731817438
7460,24758800,24758529,21.807720948095216
7480,24758800,24759298,553.7454437251102
7502,24758801,24757761,134.22207331020613
7503,24758801,24757766,77.0903374078626
7504,24758801,24757767,7.703071777325639
7505,24758801,24757768,20.00253037717362
7513,24758801,24758533,160.4545191715325
7514,24758801,24758534,10.421064452670864
7517,24758801,24758789,1.693970977045818
7518,24758801,24758790,160.4545191715325
7519,24758801,24758791,486.4071457594104
7520,24758801,24758792,0.8239209678539656
7521,24758801,24758793,8.694543843929347
7533,24758801,24759305,134.22207331020613
7534,24758801,24759307,77.0903374078626
7535,24758801,24759308,83.86986402972738
7538,24758801,24759813,15.217701907833396
7539,24758801,24759816,0.9016152901027346
7540,24758801,24759819,0.9590010314371761
7541,24758801,24759821,2.5554325094150627
7554,24758801,24757762,3.95159894774592
7556,24758801,24758280,160.4545191715325
7573,24758801,24758276,134.22207331020613
7574,24758801,24758532,5.0465478110933875
7575,24758801,24758786,1.7351986941362185
7576,24758801,24758787,52.930251841515506
7577,24758801,24759810,0.9676947409751698
7578,24758801,24760321,486.4071457594104
7579,24758801,24762625,0.9057983151839046
7581,24758801,24758529,48.170587422386426
7583,24758801,24759811,5.019969512792438
7584,24758801,24759820,9.61021119099162
7597,24758801,24758274,486.4071457594104
7598,24758801,24760322,486.4071457594104
7601,24758801,24759298,279.3675440964681
7607,24758801,24759814,8.786550079296381
7608,24758801,24759817,5.392176629169323
7609,24758801,24759809,5.059956112597989
7623,24758802,24757761,513.7182187306387
7624,24758802,24757766,122.51914790069304
7625,24758802,24757767,9.231028624086456
7626,24758802,24757768,6.259900142096589
7627,24758802,24758022,81.4188507709483
7630,24758802,24758279,39.11766841906955
7634,24758802,24758533,88.57903821965772
7635,24758802,24758534,0.7457678230357544
7637,24758802,24758788,513.7182187306387
7638,24758802,24758789,2.944784792835698
7639,24758802,24758790,4.343834621050863
7640,24758802,24758791,58.86429686963427
7641,24758802,24758792,1.264460015763989
7642,24758802,24758793,2.630671864183028
7653,24758802,24759304,39.11766841906955
7655,24758802,24759307,5.430844341194269
7656,24758802,24759308,122.51914790069304
7659,24758802,24759813,2.2112565806045037
7660,24758802,24759816,8.859903300196109
7661,24758802,24759819,0.9120479728051262
7662,24758802,24759821,2.748796126183384
7671,24758802,24760324,26.858204419575024
7675,24758802,24757762,1.2717162119817769
7677,24758802,24758280,35.727163949839614
7678,24758802,24758282,39.11766841906955
7679,24758802,24758535,53.25566731091865
7693,24758802,24758273,295.05363639400514
7694,24758802,24758276,37.90934577761111
7695,24758802,24758532,35.727163949839614
7696,24758802,24758786,1.9958046758929582
7697,24758802,24758787,8.859903300196109
7698,24758802,24759810,4.206337745196105
7699,24758802,24760321,35.727163949839614
7700,24758802,24762625,32.933327499905324
7702,24758802,24758529,1.2070895350361308
7718,24758802,24758274,44.97275906537125
7730,24758802,24759809,169.46381338084348
7748,24759297,24758022,4.847824291353657
7749,24759297,24758024,14.152785853077798
7750,24759297,24758025,6.391503743946624
7751,24759297,24758279,289.489849801406
7754,24759297,24758287,14.152785853077798
7755,24759297,24758533,504.0311036259559
7757,24759297,24758536,12.972986019254023
7761,24759297,24758791,504.0311036259559
7772,24759297,24759301,1.4767713096431603
7773,24759297,24759303,6.594328624420902
7774,24759297,24759304,0.6956639156112692
7775,24759297,24759305,17.44204872243188
7776,24759297,24759307,0.5811148568777763
7777,24759297,24759308,12.461697363522372
7778,24759297,24759309,0.6468337079379706
7779,24759297,24759310,4.96789765351776
7782,24759297,24759819,504.0311036259559
7783,24759297,24759821,504.0311036259559
7785,24759297,24760071,504.0311036259559
7786,24759297,24760072,10.391766070469403
7787,24759297,24760073,139.08533279437376
7788,24759297,24760074,13.652878445078379
7789,24759297,24760075,74.01899588954802
7792,24759297,24760324,1.941615195855616
7793,24759297,24760327,95.4960367253019
7794,24759297,24760328,57.75430076955188
7795,24759297,24760329,3.1025225204520672
7797,24759297,24758026,69.04183739323653
7799,24759297,24758282,209.29571343854118
7804,24759297,24760070,209.29571343854118
7806,24759297,24758021,12.17603529176566
7807,24759297,24758281,95.4960367253019
7811,24759297,24759302,5.913131349957755
7813,24759297,24762629,17.03640927730264
7824,24759297,24759312,1.5690118035933607
7828,24759297,24758023,13.303167355359646
7829,24759297,24759824,504.0311036259559
7830,24759297,24760325,504.0311036259559
7844,24759297,24759306,3.163764819897046
7848,24759297,24759311,7.98217666636793
7869,24759298,24758022,506.73913201445254
7877,24759298,24758534,167.16157334787465
7889,24759298,24758798,210.4202050215136
7893,24759298,24759301,6.629758241739204
7894,24759298,24759303,7.340100090772228
7895,24759298,24759304,506.73913201445254
7896,24759298,24759305,1.038268581703534
7897,24759298,24759307,80.31274006834148
7898,24759298,24759308,0.6699072575446452
7899,24759298,24759309,1.2934407326679382
7900,24759298,24759310,2.7240749562302895
7904,24759298,24759821,6.404051869427773
7906,24759298,24760071,506.73913201445254
7916,24759298,24760329,48.059756096917184
7919,24759298,24758280,291.04520367891735
7932,24759298,24759302,0.9108275690895119
7933,24759298,24759823,14.496037460106505
7945,24759298,24759312,12.148978149991839
7947,24759298,24759820,55.14275460242613
7950,24759298,24759824,39.86717383494088
7951,24759298,24760325,69.41278127806873
7965,24759298,24759306,6.53735658273778
7969,24759298,24759311,3.0936156093719562
7970,24759298,24759814,32.48591383985957
7971,24759298,24759817,65.10731136671541
8013,24759299,24758801,489.2758017071651
8014,24759299,24759301,7.385574679635802
8015,24759299,24759303,1.894966153815657
8018,24759299,24759307,281.01515428043825
8019,24759299,24759308,28.464220939454574
8020,24759299,24759309,0.4703285561948995
8025,24759299,24759821,103.15144239672753
8028,24759299,24760072,48.45468037480445
8045,24759299,24758802,489.2758017071651
8050,24759299,24762630,489.2758017071651
8053,24759299,24759302,5.942817486346977
8070,24759299,24758023,161.4008227255887
8072,24759299,24760325,489.2758017071651
8086,24759299,24759306,135.01366725011837
8111,24759300,24758022,113.25876587379392
8113,24759300,24758025,89.9747887659661
8135,24759300,24759301,18.443801116239857
8137,24759300,24759304,0.779852595907782
8138,24759300,24759305,0.6826002018448176
8139,24759300,24759307,0.42713464920812566
8140,24759300,24759308,0.4539809718057942
8141,24759300,24759309,5.006790926075307
8142,24759300,24759310,0.8204658538658453
8157,24759300,24760328,3.8208003769162175
8158,24759300,24760329,3.3398551486267474
8162,24759300,24758282,43.228366891645095
8165,24759300,24758538,474.889782187203
8174,24759300,24759302,45.039124991404044
8187,24759300,24759312,1.0924068542795196
8192,24759300,24759824,12.751537823893866
8193,24759300,24760325,7.914430111570323
8207,24759300,24759306,3.036775732900046
8211,24759300,24759311,1.799034628779629
8260,24759301,24759307,3.3505790506701376
8261,24759301,24759308,64.08669301705378
8262,24759301,24759309,0.5923767894588143
8263,24759301,24759310,19.39657928269162
8279,24759301,24760329,47.488234498193364
8308,24759301,24759312,1.3086699148177008
8319,24759301,24758278,25.983573338529887
8320,24759301,24759297,1.1395969681722045
8321,24759301,24759300,14.581546191196384
8325,24759301,24759299,3.4001260102746858
8327,24759301,24759298,2.5466464625999987
8332,24759301,24759311,3.387585196323654
8381,24759302,24759307,152.49026295605597
8382,24759302,24759308,0.600241612616445
8383,24759302,24759309,0.9181198978396324
8384,24759302,24759310,1.8935128455578183
8388,24759302,24759821,33.0977975413487
8429,24759302,24759312,5.080717531474536
8441,24759302,24759297,2.258901729038258
8442,24759302,24759300,23.695344164160257
8446,24759302,24759299,2.670068427235238
8448,24759302,24759298,1.1418194353818187
8453,24759302,24759311,2.3671829183902258
8502,24759303,24759307,21.67140831497672
8503,24759303,24759308,4.7006539309493505
8504,24759303,24759309,0.5643139951251278
8509,24759303,24759821,150.2481567587507
8562,24759303,24759297,2.1128716115898825
8563,24759303,24759300,455.46724057373154
8567,24759303,24759299,1.0073312298608457
8569,24759303,24759298,3.0223865493741258
8596,24759304,24758024,206.08257308585718
8597,24759304,24758025,45.176676218310014
8601,24759304,24758287,41.86008706584094
8604,24759304,24758536,496.29313971149355
8617,24759304,24758800,285.04555659160354
8623,24759304,24759307,1.408946962348804
8624,24759304,24759308,3.37537712762378
8625,24759304,24759309,2.1306158726625757
8626,24759304,24759310,1.4384325337082942
8631,24759304,24759822,496.29313971149355
8632,24759304,24760071,285.04555659160354
8633,24759304,24760072,35.53425876715106
8640,24759304,24760327,496.29313971149355
8641,24759304,24760328,6.562878762636754
8642,24759304,24760329,1.6612729562938724
8644,24759304,24758026,285.04555659160354
8662,24759304,24758276,49.14963170674595
8667,24759304,24760321,163.7156809779373
8669,24759304,24758020,496.29313971149355
8671,24759304,24759312,0.9334640999968564
8674,24759304,24758017,36.62347869785093
8678,24759304,24758018,206.08257308585718
8679,24759304,24758019,496.29313971149355
8682,24759304,24758278,2.435261998712146
8683,24759304,24759297,0.7130458146430277
8684,24759304,24759300,2.0046985752998503
8687,24759304,24760322,18.51289781381617
8689,24759304,24758277,85.57447913620946
8690,24759304,24759298,17.17427567700346
8695,24759304,24759311,6.424951979774182
8739,24759305,24758801,121.0052459618721
8744,24759305,24759307,3.759403433496509
8745,24759305,24759308,0.7186866118319355
8746,24759305,24759309,2.459007178878654
8747,24759305,24759310,0.7955413756806172
8751,24759305,24759821,36.32738927685587
8753,24759305,24760071,291.4078203739122
8756,24759305,24760074,507.3704843506791
8762,24759305,24760328,22.551131376741
8763,24759305,24760329,12.952223757892012
8780,24759305,24759823,21.178953820278824
8783,24759305,24758276,210.6823700678382
8784,24759305,24758532,58.1369430258978
8792,24759305,24759312,25.510899200382635
8794,24759305,24759820,291.4078203739122
8797,24759305,24759824,25.510899200382635
8802,24759305,24758275,507.3704843506791
8803,24759305,24758278,3.9826320452766475
8804,24759305,24759297,4.688833999334781
8805,24759305,24759300,4.474698927021173
8808,24759305,24760322,96.12873106109862
8810,24759305,24758277,3.456117340074187
8811,24759305,24759298,1.5301008175152935
8816,24759305,24759311,0.7335610243664662
8819,24759305,24759809,55.21145761891819
8841,24759306,24758285,477.84426793673026
8865,24759306,24759307,1.6204267951237947
8866,24759306,24759308,1.0436277443728026
8867,24759306,24759309,0.5888651241202676
8868,24759306,24759310,1.578206036826349
8884,24759306,24760329,274.4494622619954
8913,24759306,24759312,0.8909554260317576
8924,24759306,24758278,14.949804276569571
8925,24759306,24759297,1.5088331395527816
8926,24759306,24759300,2.504778879254834
8932,24759306,24759298,1.7588385293710285
8937,24759306,24759311,0.6046654614184591
8955,24759307,24757766,466.68928796424564
8957,24759307,24757768,466.68928796424564
8958,24759307,24758022,2.1524306690760535
8959,24759307,24758024,23.92217963046512
8960,24759307,24758025,7.390806476095105
8961,24759307,24758279,33.414642668685374
8963,24759307,24758286,268.0426086896956
8964,24759307,24758287,9.331393843136851
8965,24759307,24758533,466.68928796424564
8966,24759307,24758534,466.68928796424564
8967,24759307,24758536,268.0426086896956
8980,24759307,24758800,466.68928796424564
8982,24759307,24759301,11.722704901682702
8984,24759307,24759304,1.243425581790315
8985,24759307,24759305,14.448915538257497
8989,24759307,24759310,5.359478378720354
8990,24759307,24759813,466.68928796424564
8994,24759307,24759822,466.68928796424564
8996,24759307,24760072,15.774244204167337
8997,24759307,24760073,63.9267809089444
8998,24759307,24760074,88.42108564754984
8999,24759307,24760075,153.95005183548366
9000,24759307,24760077,466.68928796424564
9002,24759307,24760324,3.130095973577523
9003,24759307,24760327,24.39943891330383
9004,24759307,24760328,13.607093174571485
9005,24759307,24760329,2.309212264691505
9006,24759307,24757762,193.78976173477727
9007,24759307,24758026,23.027832831169132
9008,24759307,24758280,466.68928796424564
9009,24759307,24758282,17.408604728864844
9013,24759307,24758802,466.68928796424564
9014,24759307,24760070,466.68928796424564
9016,24759307,24758021,2.0195192618031608
9017,24759307,24758281,39.3631357431938
9023,24759307,24762629,40.85567562284774
9024,24759307,24758273,18.64135215967118
9025,24759307,24758276,2.7995380501396765
9029,24759307,24759810,466.68928796424564
9030,24759307,24760321,7.891376316332167
9032,24759307,24758020,4.577115001609479
9034,24759307,24759312,3.9061611476747307
9037,24759307,24758017,3.557307896778319
9038,24759307,24758023,4.841972049895879
9039,24759307,24759824,193.78976173477727
9040,24759307,24760325,8.25586293250695
9041,24759307,24758018,3.245221602754983
9042,24759307,24758019,10.33901446971721
9044,24759307,24758275,21.087973279899444
9045,24759307,24758278,3.9380971586062494
9046,24759307,24759297,0.7927010513815975
9047,24759307,24759300,2.2012482070703436
9048,24759307,24762626,111.30299025997891
9050,24759307,24760322,14.600810308267341
9052,24759307,24758277,24.898669867447804
9053,24759307,24759298,56.5100125811386
9054,24759307,24759306,12.531341651685066
9058,24759307,24759311,111.30299025997891
9079,24759308,24758022,94.96856128988227
9084,24759308,24758286,344.15640955817213
9087,24759308,24758534,197.6659507606347
9103,24759308,24759301,72.55668465953423
9104,24759308,24759303,142.90876248455396
9105,24759308,24759304,1.8763456467636135
9106,24759308,24759305,1.4507618194189276
9110,24759308,24759310,2.0508141786878653
9124,24759308,24760327,344.15640955817213
9125,24759308,24760328,17.99317770559158
9126,24759308,24760329,30.12870231876692
